Make,Model,Year,Mileage,Color,Automatic Transmission_Yes,Air Conditioner_Yes,Power Steering_Yes,Remote Control_Yes,Price
12,376,2015,125000.0,3,1.0,1.0,0.0,1.0,385000.0
77,460,2019,125000.0,22,1.0,1.0,1.0,1.0,1600000.0
18,619,2006,169000.0,21,1.0,0.0,0.0,0.0,320000.0
12,376,2015,50000.0,4,1.0,1.0,1.0,1.0,425000.0
75,534,2008,22222.0,10,0.0,1.0,0.0,1.0,380000.0
90,124,2013,120000.0,9,0.0,0.0,0.0,0.0,260000.0
75,534,2010,222000.0,20,0.0,0.0,0.0,0.0,550000.0
68,82,2022,78000.0,1,1.0,1.0,1.0,1.0,915000.0
79,59,2008,160000.0,1,0.0,0.0,0.0,0.0,375000.0
12,376,2022,140000.0,22,1.0,1.0,1.0,1.0,550000.0
32,790,2020,105000.0,20,1.0,1.0,1.0,1.0,680000.0
23,537,2002,175000.0,20,0.0,0.0,0.0,0.0,280000.0
47,352,2012,117000.0,6,0.0,0.0,1.0,1.0,550000.0
4,135,2020,14000.0,10,1.0,1.0,1.0,1.0,4000000.0
79,29,2008,76500.0,22,0.0,1.0,1.0,1.0,1325000.0
96,274,2019,96000.0,21,1.0,1.0,1.0,1.0,1300000.0
32,85,2021,90000.0,1,1.0,1.0,1.0,1.0,1500000.0
73,325,2022,23000.0,13,1.0,1.0,1.0,1.0,7300000.0
79,57,2021,158000.0,2,1.0,1.0,1.0,1.0,660000.0
79,77,2024,0.0,7,1.0,1.0,1.0,1.0,2700000.0
86,612,2016,160000.0,9,1.0,1.0,0.0,1.0,1210000.0
59,737,2001,200000.0,15,1.0,1.0,0.0,1.0,300000.0
76,720,2022,13000.0,9,1.0,1.0,1.0,1.0,900000.0
75,533,2016,155000.0,21,1.0,0.0,0.0,0.0,730000.0
76,659,2013,138000.0,1,1.0,1.0,1.0,1.0,680000.0
76,744,2020,79000.0,3,1.0,1.0,1.0,1.0,700000.0
68,687,2020,190000.0,21,1.0,1.0,1.0,1.0,1050000.0
23,537,2005,172800.0,21,0.0,1.0,0.0,0.0,320000.0
5,65,2019,180000.0,2,1.0,1.0,1.0,1.0,2100000.0
59,739,2006,22000.0,1,0.0,0.0,0.0,0.0,430000.0
82,515,2022,93000.0,22,1.0,1.0,1.0,1.0,1480000.0
90,778,2023,13000.0,2,0.0,0.0,0.0,0.0,950000.0
73,192,2010,280000.0,1,0.0,0.0,0.0,0.0,1400000.0
18,170,2012,230000.0,20,1.0,0.0,0.0,0.0,420000.0
47,573,2009,167000.0,21,0.0,1.0,1.0,1.0,370000.0
18,170,2019,120000.0,9,1.0,1.0,1.0,1.0,550000.0
59,739,2017,145000.0,22,1.0,1.0,1.0,1.0,1390000.0
75,873,2019,87000.0,21,0.0,0.0,0.0,0.0,1050000.0
86,611,2007,181000.0,1,1.0,1.0,0.0,0.0,570000.0
86,610,2000,223000.0,7,0.0,0.0,0.0,0.0,400000.0
23,608,2006,270000.0,1,0.0,0.0,0.0,0.0,350000.0
82,712,2016,199000.0,1,0.0,0.0,0.0,0.0,615000.0
79,89,1983,150476.22754452928,22,0.0,0.0,0.0,0.0,120000.0
59,453,2020,50000.0,20,1.0,1.0,1.0,1.0,1100000.0
77,286,2022,25000.0,21,1.0,1.0,1.0,1.0,1200000.0
18,619,2007,269000.0,1,0.0,0.0,0.0,0.0,410000.0
59,680,2019,106000.0,1,1.0,1.0,1.0,1.0,870000.0
96,274,2022,50000.0,20,1.0,1.0,1.0,1.0,1450000.0
75,533,2017,125000.0,21,1.0,1.0,0.0,1.0,790000.0
76,789,2008,200000.0,21,0.0,0.0,0.0,0.0,480000.0
76,638,1995,150476.22754452928,22,0.0,0.0,1.0,0.0,250000.0
59,247,2010,150476.22754452928,15,1.0,1.0,1.0,1.0,700000.0
76,744,2022,180000.0,3,1.0,1.0,1.0,1.0,700000.0
59,247,2009,130000.0,20,0.0,0.0,0.0,0.0,460000.0
47,351,2017,60000.0,21,1.0,1.0,1.0,1.0,850000.0
47,143,2010,90000.0,18,0.0,0.0,0.0,0.0,503000.0
20,201,2022,0.0,21,1.0,1.0,1.0,1.0,1150000.0
59,239,2014,150000.0,1,0.0,0.0,0.0,0.0,900000.0
82,549,2015,131000.0,5,0.0,1.0,0.0,0.0,410000.0
28,148,2022,34000.0,1,0.0,0.0,0.0,0.0,850000.0
23,608,2001,130000.0,8,1.0,0.0,0.0,0.0,270000.0
59,680,2006,243000.0,12,0.0,0.0,1.0,1.0,265000.0
82,577,2024,204000.0,21,0.0,0.0,0.0,0.0,300000.0
79,90,2014,161000.0,5,1.0,1.0,1.0,1.0,755000.0
18,170,2006,180000.0,1,0.0,1.0,0.0,0.0,360000.0
18,536,2010,79000.0,10,0.0,0.0,0.0,0.0,340000.0
77,277,2017,65000.0,21,1.0,1.0,1.0,1.0,700000.0
47,351,2019,92000.0,9,1.0,1.0,1.0,1.0,820000.0
77,277,1998,200000.0,10,0.0,0.0,0.0,0.0,225000.0
5,846,2014,220000.0,1,0.0,0.0,0.0,0.0,1400000.0
79,88,1979,150476.22754452928,21,1.0,0.0,0.0,0.0,65000.0
59,239,2012,105000.0,21,1.0,0.0,0.0,0.0,680000.0
12,524,2023,80000.0,21,1.0,1.0,1.0,1.0,600000.0
32,790,2021,49000.0,21,1.0,1.0,1.0,1.0,950000.0
6,849,2018,40000.0,22,1.0,1.0,1.0,1.0,620000.0
18,536,2009,250000.0,22,1.0,1.0,0.0,0.0,140000.0
86,521,2020,140000.0,22,1.0,1.0,1.0,1.0,2700000.0
47,435,2010,122000.0,21,1.0,1.0,1.0,0.0,495000.0
52,838,2013,120000.0,20,0.0,0.0,0.0,0.0,1700000.0
86,611,2007,188000.0,1,1.0,1.0,1.0,1.0,570000.0
5,65,2016,128000.0,21,0.0,0.0,0.0,0.0,1750000.0
38,356,2017,193000.0,3,0.0,0.0,0.0,0.0,345000.0
77,160,2018,90000.0,11,1.0,1.0,1.0,1.0,880000.0
18,170,2012,100000.0,1,1.0,1.0,1.0,1.0,450000.0
77,277,2005,300000.0,8,0.0,1.0,1.0,1.0,240000.0
75,533,2018,42000.0,12,1.0,1.0,1.0,1.0,850000.0
82,549,2021,59500.0,7,0.0,1.0,1.0,1.0,625000.0
75,534,2013,160000.0,21,1.0,0.0,0.0,0.0,570000.0
4,656,2008,325000.0,22,1.0,1.0,0.0,1.0,1400000.0
12,376,2022,39000.0,2,1.0,1.0,1.0,1.0,520000.0
5,846,2015,103000.0,1,0.0,0.0,0.0,0.0,1900000.0
96,274,2008,10000.0,22,1.0,1.0,0.0,1.0,850000.0
81,635,2010,170000.0,21,0.0,0.0,0.0,0.0,100000.0
75,534,2010,180000.0,20,1.0,1.0,1.0,1.0,580000.0
97,788,2024,0.0,7,1.0,1.0,1.0,1.0,2900000.0
47,352,2012,131000.0,13,1.0,1.0,1.0,1.0,700000.0
82,530,2020,100000.0,12,0.0,0.0,0.0,0.0,580000.0
76,744,2019,85000.0,21,1.0,1.0,1.0,1.0,700000.0
90,778,2010,150000.0,21,0.0,0.0,1.0,1.0,270000.0
96,169,2008,130000.0,21,0.0,0.0,0.0,0.0,550000.0
18,598,2016,260000.0,1,0.0,1.0,1.0,1.0,290000.0
5,65,2016,22000.0,21,0.0,0.0,0.0,0.0,2600000.0
90,362,2017,144000.0,1,0.0,0.0,0.0,0.0,370000.0
82,577,2023,150476.22754452928,9,1.0,1.0,1.0,1.0,1430000.0
32,307,1993,170000.0,1,0.0,0.0,0.0,0.0,95000.0
52,454,2017,240000.0,21,1.0,0.0,0.0,1.0,2200000.0
62,820,2024,10.0,21,1.0,1.0,1.0,1.0,7800000.0
47,144,2021,74000.0,1,1.0,1.0,1.0,1.0,889000.0
45,257,2017,160000.0,22,1.0,0.0,0.0,0.0,1490000.0
59,247,2005,122000.0,1,1.0,1.0,1.0,1.0,335000.0
47,143,2011,136000.0,13,0.0,1.0,1.0,1.0,330000.0
5,485,2019,70000.0,21,0.0,0.0,0.0,0.0,1920000.0
23,608,2001,250000.0,22,1.0,1.0,0.0,0.0,220000.0
77,160,2016,183000.0,21,1.0,0.0,0.0,0.0,750000.0
47,145,2023,7000.0,13,1.0,1.0,1.0,1.0,1150000.0
18,287,2016,154000.0,21,1.0,1.0,0.0,1.0,550000.0
60,20,1500,150476.22754452928,23,0.0,0.0,0.0,0.0,60000.0
73,693,1999,166000.0,6,1.0,1.0,1.0,1.0,770000.0
82,549,2017,170000.0,1,1.0,1.0,1.0,1.0,430000.0
47,478,2009,170000.0,21,0.0,0.0,0.0,0.0,350000.0
76,659,2017,200000.0,3,1.0,1.0,1.0,1.0,850000.0
82,549,2016,159000.0,7,0.0,0.0,0.0,0.0,450000.0
82,712,2013,150000.0,20,0.0,0.0,0.0,0.0,400000.0
5,63,2014,195000.0,13,1.0,1.0,1.0,1.0,1250000.0
96,274,1992,200000.0,8,0.0,0.0,1.0,0.0,130000.0
73,219,2023,150476.22754452928,22,0.0,0.0,0.0,0.0,2870000.0
76,744,2012,228000.0,18,1.0,0.0,0.0,0.0,500000.0
76,744,2019,132000.0,21,1.0,1.0,1.0,1.0,520000.0
12,376,2018,145000.0,15,0.0,0.0,0.0,1.0,300000.0
23,536,1999,200000.0,8,1.0,1.0,1.0,0.0,285000.0
75,533,2016,123000.0,22,1.0,1.0,1.0,1.0,735000.0
76,744,2023,9000.0,20,1.0,1.0,1.0,1.0,780000.0
18,170,2012,193000.0,1,0.0,0.0,0.0,0.0,400000.0
17,158,2022,52000.0,2,1.0,1.0,1.0,1.0,720000.0
47,805,2018,90000.0,22,1.0,0.0,0.0,0.0,1580000.0
73,55,2018,92000.0,13,1.0,0.0,0.0,0.0,3700000.0
75,534,2013,93000.0,21,1.0,0.0,0.0,0.0,700000.0
50,499,2022,90000.0,21,1.0,1.0,1.0,1.0,750000.0
18,619,2011,120000.0,21,1.0,0.0,0.0,0.0,565000.0
32,85,2021,53000.0,2,1.0,1.0,1.0,1.0,1350000.0
73,316,1996,360000.0,21,0.0,0.0,0.0,0.0,700000.0
59,247,2016,295000.0,22,1.0,1.0,1.0,1.0,620000.0
75,533,2015,98000.0,1,0.0,0.0,0.0,0.0,750000.0
79,56,3008,150476.22754452928,13,1.0,1.0,1.0,1.0,2350000.0
76,744,2023,48000.0,13,1.0,1.0,1.0,1.0,800000.0
100,874,2010,200000.0,21,0.0,0.0,0.0,0.0,200000.0
47,804,2019,80000.0,22,1.0,1.0,1.0,1.0,1500000.0
96,274,2020,94000.0,21,1.0,1.0,1.0,1.0,1150000.0
35,203,2024,1650.0,22,0.0,1.0,1.0,0.0,945000.0
75,533,2015,140000.0,13,0.0,0.0,0.0,0.0,660000.0
77,819,1994,150476.22754452928,20,0.0,0.0,0.0,0.0,160000.0
38,356,2017,226178.0,21,0.0,0.0,0.0,0.0,360000.0
75,533,2016,180000.0,21,1.0,1.0,1.0,1.0,730000.0
76,789,2007,280000.0,22,0.0,1.0,1.0,1.0,380000.0
47,573,2008,290000.0,7,1.0,0.0,0.0,0.0,475000.0
20,205,2019,152000.0,21,1.0,1.0,1.0,1.0,900000.0
59,646,1999,200000.0,7,0.0,0.0,0.0,0.0,125000.0
59,732,2017,170000.0,9,1.0,1.0,1.0,1.0,1850000.0
59,721,1996,150476.22754452928,2,0.0,0.0,0.0,0.0,185000.0
18,236,2021,54000.0,20,1.0,1.0,1.0,1.0,1000000.0
79,56,3008,50000.0,22,1.0,1.0,1.0,1.0,2400000.0
38,356,2014,94000.0,21,0.0,0.0,0.0,0.0,300000.0
75,534,2014,108000.0,22,1.0,0.0,0.0,0.0,650000.0
47,573,2006,145000.0,1,0.0,0.0,0.0,0.0,450000.0
81,708,2013,64000.0,21,1.0,0.0,0.0,0.0,380000.0
23,608,2002,200000.0,12,0.0,0.0,0.0,0.0,220000.0
59,247,2017,173000.0,1,1.0,1.0,1.0,1.0,950000.0
82,515,2019,127000.0,2,1.0,1.0,1.0,1.0,1050000.0
47,347,2007,340000.0,6,0.0,0.0,0.0,0.0,475000.0
5,853,2007,190000.0,13,0.0,0.0,0.0,0.0,1100000.0
93,817,2009,150476.22754452928,21,0.0,0.0,0.0,0.0,135000.0
16,149,2022,53000.0,21,1.0,1.0,1.0,1.0,680000.0
76,744,2019,110000.0,9,1.0,1.0,1.0,1.0,550000.0
18,536,2010,160000.0,21,0.0,0.0,0.0,0.0,255000.0
18,536,2017,440000.0,10,0.0,1.0,0.0,1.0,275000.0
75,163,2016,320000.0,2,1.0,1.0,1.0,1.0,410000.0
9,428,2007,245000.0,1,0.0,0.0,0.0,0.0,290000.0
59,680,2008,213000.0,13,0.0,0.0,0.0,0.0,370000.0
47,435,2008,125000.0,9,0.0,1.0,1.0,1.0,350000.0
76,744,2008,150476.22754452928,10,1.0,1.0,0.0,1.0,350000.0
77,492,2017,109000.0,1,1.0,1.0,1.0,1.0,1185000.0
59,239,2016,127000.0,1,1.0,1.0,1.0,1.0,890000.0
96,274,2021,95000.0,21,1.0,1.0,1.0,1.0,1275000.0
23,434,2006,120000.0,10,1.0,1.0,1.0,1.0,420000.0
24,457,2016,70000.0,1,0.0,0.0,0.0,0.0,1500000.0
5,63,2015,173000.0,9,1.0,1.0,1.0,1.0,1300000.0
62,820,2021,18000.0,21,0.0,0.0,0.0,0.0,5700000.0
33,523,2015,150000.0,1,1.0,0.0,0.0,0.0,950000.0
17,158,2021,100000.0,21,1.0,1.0,1.0,1.0,650000.0
79,86,5008,56000.0,21,1.0,1.0,1.0,1.0,1950000.0
82,577,2020,97000.0,21,1.0,1.0,1.0,1.0,1000000.0
73,192,2013,156000.0,22,0.0,0.0,0.0,0.0,1650000.0
38,626,2014,43000.0,20,1.0,1.0,0.0,1.0,450000.0
59,733,2011,130000.0,22,1.0,0.0,0.0,0.0,370000.0
47,823,2011,280000.0,21,0.0,0.0,0.0,0.0,330000.0
82,549,2020,62000.0,7,1.0,1.0,1.0,1.0,675000.0
36,359,2024,150476.22754452928,13,1.0,1.0,1.0,1.0,1500000.0
18,536,2013,125000.0,13,0.0,1.0,1.0,1.0,320000.0
73,316,2012,60000.0,1,1.0,1.0,1.0,1.0,1400000.0
96,274,2008,290000.0,21,0.0,0.0,0.0,0.0,600000.0
47,347,2005,100000.0,21,1.0,1.0,1.0,1.0,470000.0
12,376,2018,145000.0,21,0.0,0.0,0.0,1.0,415000.0
66,601,2007,190000.0,1,1.0,1.0,0.0,0.0,1250000.0
71,66,1982,150476.22754452928,2,0.0,0.0,0.0,0.0,45000.0
52,252,2010,365000.0,9,1.0,0.0,0.0,0.0,835000.0
57,697,2016,94000.0,9,0.0,1.0,1.0,1.0,500000.0
17,123,2007,205000.0,0,0.0,1.0,1.0,1.0,160000.0
75,534,2008,270000.0,20,1.0,1.0,1.0,1.0,540000.0
82,549,2017,94000.0,20,1.0,1.0,1.0,0.0,495000.0
96,275,2013,203000.0,21,1.0,1.0,1.0,1.0,560000.0
59,739,2021,55000.0,22,1.0,1.0,1.0,1.0,1550000.0
76,744,2019,140000.0,12,0.0,0.0,0.0,0.0,525000.0
76,720,2018,100000.0,12,1.0,1.0,1.0,1.0,700000.0
59,240,2019,60000.0,2,1.0,1.0,1.0,1.0,3200000.0
23,608,2000,190000.0,0,1.0,0.0,0.0,0.0,270000.0
32,790,2020,67000.0,22,0.0,1.0,1.0,1.0,650000.0
96,274,2015,99000.0,18,0.0,0.0,0.0,0.0,970000.0
66,601,2005,145000.0,1,0.0,0.0,0.0,0.0,1150000.0
59,739,2024,150476.22754452928,1,1.0,1.0,1.0,1.0,2000000.0
76,744,2021,130000.0,21,1.0,1.0,1.0,1.0,530000.0
76,659,2013,89352.0,9,0.0,0.0,0.0,0.0,820000.0
47,823,2015,270000.0,22,0.0,1.0,1.0,0.0,320000.0
47,728,2016,371000.0,21,1.0,1.0,0.0,1.0,620000.0
77,277,2005,200000.0,6,0.0,0.0,0.0,0.0,230000.0
86,384,2010,120000.0,3,0.0,0.0,0.0,0.0,690000.0
82,712,2020,160000.0,20,1.0,1.0,1.0,1.0,680000.0
59,511,2014,140000.0,20,0.0,0.0,0.0,0.0,740000.0
76,744,2013,175000.0,12,0.0,0.0,0.0,0.0,600000.0
79,86,5008,55000.0,22,0.0,0.0,0.0,0.0,1670000.0
47,145,2017,39000.0,13,0.0,0.0,0.0,0.0,750000.0
18,619,2008,250000.0,7,0.0,0.0,0.0,0.0,395000.0
59,239,2011,148000.0,5,1.0,0.0,0.0,0.0,655000.0
12,376,2022,40000.0,9,0.0,0.0,0.0,0.0,475000.0
47,352,2011,121000.0,13,1.0,1.0,0.0,1.0,550000.0
59,680,2000,192000.0,12,1.0,0.0,0.0,0.0,250000.0
12,376,2015,135000.0,21,0.0,0.0,0.0,0.0,355000.0
32,790,2021,27000.0,20,1.0,1.0,1.0,1.0,1500000.0
76,744,2019,80000.0,13,0.0,0.0,0.0,0.0,575000.0
5,94,2007,228000.0,13,1.0,1.0,1.0,1.0,950000.0
47,481,2015,250000.0,13,1.0,1.0,1.0,0.0,700000.0
59,247,2011,198000.0,21,1.0,1.0,1.0,1.0,695000.0
96,274,2008,195940.0,21,1.0,1.0,1.0,1.0,660000.0
18,619,2008,250000.0,2,0.0,0.0,0.0,0.0,395000.0
90,134,2008,300000.0,1,0.0,1.0,1.0,0.0,220000.0
75,533,2018,78000.0,21,1.0,1.0,1.0,1.0,900000.0
32,722,2001,150476.22754452928,2,0.0,0.0,0.0,1.0,158000.0
73,192,2010,180000.0,1,1.0,1.0,1.0,1.0,1150000.0
17,158,2020,82000.0,21,1.0,1.0,1.0,1.0,630000.0
52,838,2010,190000.0,2,0.0,0.0,0.0,0.0,1150000.0
76,720,2019,50000.0,1,1.0,1.0,1.0,1.0,850000.0
17,158,2021,35000.0,22,0.0,1.0,1.0,1.0,550000.0
76,744,2022,17000.0,1,1.0,0.0,0.0,0.0,830000.0
47,823,2012,183000.0,5,0.0,0.0,0.0,0.0,375000.0
23,608,2006,210000.0,21,0.0,0.0,0.0,0.0,225000.0
96,274,2021,45000.0,22,1.0,1.0,1.0,1.0,1300000.0
73,192,2022,22000.0,1,1.0,1.0,1.0,1.0,3250000.0
76,744,2020,250000.0,1,1.0,1.0,1.0,1.0,650000.0
18,287,2010,200000.0,20,1.0,1.0,1.0,1.0,435000.0
76,744,2020,175000.0,21,1.0,1.0,1.0,1.0,650000.0
47,867,2005,150476.22754452928,22,1.0,0.0,0.0,0.0,450000.0
53,300,2024,600.0,6,1.0,1.0,1.0,1.0,1750000.0
5,846,2019,160000.0,13,1.0,1.0,1.0,1.0,2850000.0
59,398,2011,125000.0,21,1.0,1.0,1.0,1.0,665000.0
74,269,2018,70000.0,6,1.0,0.0,0.0,0.0,1050000.0
73,317,2017,125000.0,1,1.0,1.0,1.0,1.0,3450000.0
77,160,2019,79000.0,21,1.0,1.0,1.0,1.0,925000.0
32,85,2017,140000.0,13,0.0,0.0,0.0,0.0,800000.0
82,711,2016,168000.0,1,1.0,1.0,0.0,1.0,500000.0
77,160,2016,200000.0,15,1.0,1.0,1.0,1.0,680000.0
17,158,2022,115000.0,6,1.0,1.0,1.0,1.0,700000.0
47,823,2007,119000.0,21,0.0,0.0,0.0,0.0,293000.0
97,629,2008,194000.0,1,1.0,1.0,0.0,1.0,560000.0
59,247,2018,98000.0,21,1.0,1.0,1.0,0.0,1010000.0
32,643,1989,150476.22754452928,22,0.0,0.0,0.0,0.0,45000.0
82,311,2019,100000.0,3,1.0,1.0,1.0,1.0,850000.0
20,213,2016,195000.0,7,1.0,1.0,1.0,1.0,630000.0
23,608,2007,30000.0,20,1.0,0.0,0.0,0.0,250000.0
79,35,2015,134000.0,10,1.0,1.0,1.0,1.0,600000.0
45,257,2020,85000.0,22,1.0,1.0,1.0,0.0,1600000.0
18,536,2014,140000.0,13,0.0,0.0,0.0,0.0,320000.0
82,311,2022,43000.0,22,1.0,1.0,1.0,1.0,1150000.0
38,356,2015,150000.0,13,0.0,0.0,0.0,0.0,200000.0
17,780,2022,5600.0,21,1.0,1.0,1.0,1.0,830000.0
82,577,2020,75000.0,1,1.0,1.0,1.0,1.0,1000000.0
17,780,2019,70000.0,21,1.0,1.0,1.0,1.0,600000.0
96,274,2019,150000.0,21,1.0,1.0,1.0,1.0,1000000.0
59,239,2013,48000.0,21,1.0,0.0,0.0,0.0,900000.0
96,274,1992,150476.22754452928,20,0.0,0.0,0.0,0.0,250000.0
59,511,2013,127000.0,21,1.0,1.0,1.0,1.0,730000.0
86,610,2000,162000.0,1,0.0,0.0,0.0,0.0,350000.0
76,744,2020,207000.0,13,1.0,1.0,1.0,1.0,600000.0
59,247,2018,40000.0,1,1.0,0.0,0.0,1.0,1150000.0
17,780,2024,12000.0,1,1.0,1.0,1.0,1.0,1050000.0
59,398,2011,94000.0,1,1.0,1.0,1.0,1.0,435000.0
12,376,2023,17000.0,20,0.0,1.0,1.0,1.0,700000.0
18,619,2021,58000.0,2,1.0,1.0,1.0,1.0,770000.0
47,143,2005,190000.0,2,0.0,0.0,0.0,0.0,135000.0
76,744,2004,180000.0,21,1.0,0.0,0.0,0.0,400000.0
73,691,2020,78863.0,1,1.0,1.0,1.0,1.0,6300000.0
76,638,1999,150476.22754452928,22,0.0,0.0,0.0,0.0,145000.0
32,16,1979,150476.22754452928,21,0.0,0.0,0.0,0.0,73000.0
76,659,2019,68000.0,3,1.0,1.0,1.0,1.0,1280000.0
75,533,2015,150000.0,21,1.0,0.0,0.0,0.0,720000.0
84,487,1993,550000.0,20,0.0,0.0,0.0,1.0,130000.0
96,274,2022,58000.0,1,1.0,1.0,1.0,1.0,1250000.0
38,356,2015,306000.0,21,0.0,0.0,0.0,0.0,250000.0
26,299,2013,173000.0,21,0.0,0.0,0.0,0.0,750000.0
79,77,2012,145000.0,1,0.0,0.0,0.0,0.0,510000.0
32,306,2019,120000.0,22,0.0,1.0,1.0,1.0,680000.0
76,744,2020,186000.0,3,1.0,0.0,0.0,0.0,520000.0
79,56,3008,0.0,1,1.0,1.0,1.0,1.0,2500000.0
76,744,2018,141000.0,1,1.0,1.0,1.0,1.0,550000.0
96,274,2014,163000.0,22,1.0,1.0,1.0,1.0,550000.0
97,448,2016,128000.0,21,1.0,1.0,0.0,1.0,1050000.0
76,744,2015,55000.0,21,1.0,1.0,1.0,1.0,520000.0
96,274,2008,270000.0,22,1.0,0.0,0.0,0.0,600000.0
40,477,2010,200000.0,9,0.0,0.0,0.0,0.0,350000.0
47,351,2020,103000.0,13,1.0,1.0,0.0,1.0,800000.0
77,819,1995,190000.0,22,0.0,0.0,0.0,0.0,210000.0
59,732,2020,80000.0,4,1.0,1.0,1.0,1.0,1750000.0
77,160,2014,114000.0,20,1.0,0.0,1.0,1.0,675000.0
18,287,2016,58000.0,13,1.0,1.0,1.0,1.0,650000.0
68,99,2022,150476.22754452928,1,1.0,1.0,1.0,1.0,2000000.0
60,461,2019,200000.0,4,0.0,1.0,1.0,0.0,300000.0
32,790,2020,190000.0,20,1.0,1.0,1.0,1.0,870000.0
76,744,2023,55000.0,21,1.0,1.0,1.0,1.0,710000.0
47,349,2021,37800.0,9,1.0,1.0,1.0,1.0,1220000.0
90,551,2010,200000.0,20,0.0,0.0,0.0,0.0,200001.0
59,739,2013,129000.0,1,1.0,1.0,1.0,1.0,1220000.0
79,75,2003,144000.0,1,0.0,0.0,0.0,0.0,335000.0
71,66,1982,99999.0,20,0.0,0.0,0.0,0.0,90000.0
38,356,2015,163000.0,5,0.0,0.0,0.0,0.0,265000.0
90,136,2007,235000.0,21,0.0,0.0,0.0,0.0,330000.0
68,99,2022,35000.0,22,1.0,1.0,1.0,1.0,1080000.0
96,274,1999,120000.0,2,0.0,0.0,1.0,0.0,270000.0
18,287,2010,125000.0,21,1.0,1.0,1.0,1.0,355000.0
18,236,2021,104000.0,1,1.0,1.0,1.0,1.0,1150000.0
32,790,2021,95000.0,9,1.0,1.0,1.0,1.0,1045000.0
75,533,2013,240000.0,5,1.0,1.0,1.0,1.0,500000.0
23,529,2003,190000.0,21,1.0,0.0,0.0,0.0,350000.0
86,609,2021,80000.0,13,1.0,0.0,0.0,0.0,1470000.0
86,610,2003,250000.0,21,1.0,0.0,0.0,0.0,330000.0
47,351,2020,81000.0,22,1.0,1.0,1.0,1.0,800000.0
93,254,2022,19000.0,20,1.0,1.0,1.0,1.0,950000.0
18,287,2010,150476.22754452928,21,1.0,1.0,1.0,1.0,420000.0
77,819,2008,250000.0,21,1.0,1.0,1.0,1.0,450000.0
59,247,2011,160000.0,1,1.0,1.0,1.0,1.0,750000.0
96,877,2007,110000.0,18,1.0,1.0,1.0,0.0,520000.0
5,96,2023,150476.22754452928,1,1.0,0.0,0.0,0.0,4500000.0
59,247,2018,135000.0,1,1.0,0.0,0.0,1.0,825000.0
82,549,2021,50000.0,7,1.0,1.0,1.0,1.0,660000.0
33,388,2012,70000.0,2,1.0,0.0,0.0,0.0,600000.0
96,274,2002,225000.0,8,0.0,0.0,0.0,0.0,500000.0
5,7,2014,148000.0,22,0.0,0.0,0.0,0.0,920000.0
59,733,2010,230000.0,0,1.0,0.0,0.0,0.0,650000.0
59,739,2020,78000.0,22,1.0,1.0,1.0,1.0,1600000.0
59,239,2014,170000.0,21,1.0,1.0,0.0,0.0,870000.0
23,608,2000,133000.0,22,1.0,1.0,1.0,0.0,165000.0
18,598,2019,120000.0,20,0.0,1.0,1.0,1.0,400000.0
47,167,2011,200000.0,1,1.0,1.0,0.0,1.0,600000.0
18,753,2019,110000.0,22,0.0,0.0,0.0,0.0,875000.0
76,744,2023,18000.0,15,1.0,1.0,1.0,1.0,950000.0
68,82,2021,70000.0,1,1.0,1.0,1.0,1.0,820000.0
17,158,2022,146000.0,20,0.0,1.0,1.0,1.0,600000.0
86,611,2007,324000.0,21,1.0,0.0,0.0,0.0,599000.0
86,611,2005,180000.0,12,1.0,1.0,1.0,1.0,550000.0
33,592,2000,280000.0,21,0.0,0.0,0.0,0.0,125000.0
86,611,2011,191000.0,9,1.0,0.0,0.0,0.0,700000.0
75,534,2010,195000.0,21,1.0,1.0,1.0,0.0,460000.0
18,619,2010,180000.0,1,0.0,0.0,0.0,0.0,375000.0
47,351,2017,345000.0,22,1.0,1.0,1.0,1.0,650000.0
59,737,2000,200000.0,22,1.0,1.0,1.0,1.0,350000.0
47,831,2008,200000.0,21,0.0,1.0,1.0,0.0,265000.0
82,549,2015,84000.0,2,0.0,0.0,0.0,0.0,400000.0
23,536,2006,180000.0,1,0.0,1.0,1.0,0.0,249000.0
52,679,2020,155000.0,1,1.0,1.0,1.0,1.0,1350000.0
77,578,2016,182000.0,1,1.0,1.0,0.0,1.0,650000.0
32,790,2020,3000.0,21,1.0,1.0,1.0,1.0,850000.0
47,352,2012,180000.0,21,1.0,0.0,0.0,0.0,620000.0
76,507,2017,60000.0,20,1.0,1.0,1.0,1.0,875000.0
76,744,2019,99000.0,21,1.0,1.0,1.0,1.0,490000.0
17,158,2021,78000.0,1,0.0,1.0,1.0,1.0,465000.0
38,357,2020,90000.0,22,1.0,1.0,1.0,1.0,850000.0
18,619,2018,158000.0,7,1.0,1.0,1.0,1.0,700000.0
82,515,2021,71000.0,20,1.0,1.0,1.0,1.0,1500000.0
17,158,2022,70000.0,2,0.0,1.0,1.0,1.0,580000.0
96,877,2006,150476.22754452928,20,0.0,0.0,0.0,0.0,380000.0
90,124,2009,110000.0,10,0.0,1.0,1.0,1.0,200000.0
82,577,2009,67000.0,11,1.0,1.0,1.0,1.0,320000.0
47,372,1998,200000.0,21,0.0,0.0,0.0,0.0,120000.0
18,170,2016,136000.0,21,1.0,1.0,1.0,1.0,520000.0
59,239,2012,240000.0,21,0.0,0.0,0.0,0.0,700000.0
82,311,2020,70000.0,1,1.0,1.0,1.0,1.0,1100000.0
